Id,Class
594,9
595,9
596,1
597,4
598,0
599,1
600,3
601,5
602,9
603,2
604,1
605,1
606,7
607,0
608,7
609,5
610,1
611,1
612,2
613,0
614,2
615,0
616,7
617,9
618,0
619,0
620,1
621,7
622,1
623,7
624,8
625,1
626,1
627,5
628,1
629,1
630,5
631,0
632,6
633,8
634,0
635,6
636,1
637,4
638,7
639,3
640,4
641,0
642,2
643,1
644,7
645,7
646,8
647,1
648,1
649,1
650,0
651,1
652,1
653,8
654,1
655,7
656,1
657,0
658,7
659,1
660,1
661,5
662,4
663,0
664,8
665,8
666,9
667,9
668,0
669,0
670,0
671,5
672,0
673,2
674,1
675,8
676,4
677,1
678,0
679,1
680,0
681,9
682,1
683,2
684,0
685,4
686,5
687,7
688,1
689,0
690,4
691,8
692,7
693,1
694,2
695,4
696,2
697,0
698,2
699,2
700,2
701,0
702,1
703,7
704,1
705,5
706,2
707,1
708,0
709,2
710,2
711,1
712,4
713,1
714,8
715,1
716,0
717,1
718,2
719,2
720,8
721,1
722,7
723,8
724,3
725,7
726,4
727,7
728,8
729,8
730,1
731,5
732,9
733,4
734,7
735,5
736,7
737,2
738,7
739,0
740,1
741,4
742,0
743,2
744,2
745,1
746,4
747,2
748,8
749,2
750,1
751,2
752,2
753,0
754,1
755,2
756,8
757,7
758,1
759,1
760,4
761,2
762,0
763,2
764,8
765,4
766,4
767,2
768,7
769,6
770,1
771,1
772,4
773,1
774,0
775,2
776,1
777,3
778,4
779,5
780,2
781,2
782,6
783,2
784,4
785,9
786,1
787,0
788,2
789,5
790,2
791,7
792,3
793,0
794,7
795,1
796,2
797,1
798,2
799,4
800,7
801,1
802,5
803,1
804,5
805,1
806,1
807,1
808,1
809,4
810,4
811,1
812,7
813,1
814,5
815,5
816,1
817,0
818,0
819,8
820,4
821,7
822,2
823,8
824,4
825,3
826,7
827,8
828,8
829,1
830,5
831,2
832,1
833,0
834,1
835,1
836,0
837,1
838,6
839,1
840,7
841,0
842,4
843,1
844,7
845,7
846,1
847,8
848,0
849,2
850,7
851,1
852,7
853,9
854,4
855,1
856,4
857,1
858,2
859,2
860,4
861,7
862,4
863,4
864,4
865,6
866,2
867,5
868,6
869,5
870,5
871,1
872,0
873,4
874,1
875,0
876,5
877,7
878,8
879,2
880,2
881,1
882,4
883,0
884,5
885,1
886,8
887,4
888,2
889,7
890,1
891,7
892,7
893,0
894,6
895,2
896,6
897,7
898,4
899,2
900,7
901,4
902,5
903,1
904,1
905,2
906,2
907,7
908,2
909,1
910,4
911,2
912,1
913,1
914,8
915,5
916,0
917,1
918,8
919,7
920,5
921,4
922,5
923,7
924,5
925,0
926,4
927,1
928,7
929,2
930,7
931,8
932,4
933,7
934,8
935,1
936,9
937,7
938,2
939,7
940,5
941,1
942,8
943,1
944,8
945,1
946,4
947,2
948,4
949,1
950,2
951,2
952,4
953,1
954,4
955,9
956,1
957,1
958,1
959,1
960,0
961,0
962,1
963,0
964,4
965,4
966,7
967,3
968,4
969,0
970,1
971,4
972,0
973,5
974,5
975,2
976,7
977,1
978,5
979,2
980,5
981,7
982,2
983,2
984,9
985,0
986,1
987,1
988,1
989,0
990,0
991,1
992,7
993,4
994,0
995,1
996,2
997,2
998,0
999,4
