Id,Class
311,0
312,3
313,1
314,1
315,0
316,0
317,0
318,7
319,7
320,7
321,3
322,2
323,2
324,9
325,9
326,9
327,4
328,4
329,4
330,0
331,9
332,1
333,9
334,9
335,9
336,1
337,1
338,1
339,3
340,3
341,3
342,7
343,7
344,7
345,1
346,1
347,1
348,2
349,2
350,2
351,1
352,1
353,1
354,8
355,8
356,8
357,0
358,0
359,0
360,3
361,3
362,3
363,1
364,1
365,1
366,1
367,1
368,1
369,7
370,7
371,7
372,7
373,7
374,7
375,7
376,7
377,7
378,6
379,6
380,6
381,3
382,3
383,3
384,1
385,1
386,1
387,1
388,1
389,1
390,9
391,9
392,9
393,9
394,9
395,9
396,7
397,7
398,7
399,1
400,1
401,1
402,6
403,6
404,6
405,2
406,2
407,2
408,2
409,2
410,2
411,0
412,0
413,0
414,2
415,2
416,2
417,2
418,1
419,1
420,5
421,5
422,5
423,2
424,2
425,2
426,6
427,6
428,6
429,4
430,4
431,4
432,0
433,0
434,0
435,0
436,0
437,0
438,8
439,8
440,8
441,9
442,9
443,9
444,2
445,2
446,2
447,8
448,8
449,8
450,1
451,1
452,1
453,2
454,2
455,2
456,1
457,1
458,1
459,8
460,5
461,8
462,3
463,3
464,3
465,3
466,3
467,3
468,3
469,3
470,3
471,6
472,6
473,6
474,7
475,7
476,7
477,8
478,8
479,8
480,1
481,1
482,1
483,6
484,6
485,6
486,2
487,2
488,2
489,2
490,2
491,2
492,6
493,6
494,6
495,9
496,9
497,9
498,9
499,9
500,9
501,9
502,9
503,9
504,6
505,6
506,6
507,3
508,3
509,3
510,7
511,7
512,7
513,2
514,2
515,2
516,2
517,2
518,2
519,6
520,6
521,6
522,1
523,1
524,1
525,0
526,0
527,0
528,6
529,6
530,6
531,1
532,1
533,1
534,1
535,1
536,1
537,9
538,9
539,0
540,8
541,8
542,8
543,1
544,1
545,1
546,5
547,5
548,5
549,2
550,2
551,2
552,3
553,3
554,3
555,7
556,7
557,7
558,6
559,6
560,6
561,2
562,2
563,2
564,6
565,6
566,6
567,8
568,8
569,8
570,3
571,3
572,3
573,7
574,7
575,7
576,5
577,5
578,5
579,7
580,2
581,7
582,6
583,6
584,6
585,9
586,9
587,9
588,8
589,8
590,9
591,0
592,0
593,0
594,0
595,0
596,0
597,3
598,3
599,3
600,7
601,7
602,7
603,2
604,2
605,2
606,8
607,8
608,8
609,1
610,1
611,1
612,9
613,9
614,9
615,9
616,9
617,9
618,1
619,1
620,1
621,2
622,2
623,2
624,2
625,2
626,2
627,7
628,7
629,7
630,1
631,1
632,1
633,3
634,3
635,3
636,6
637,6
638,6
639,3
640,3
641,3
642,9
643,9
644,9
645,2
646,2
647,2
648,0
649,0
650,0
651,5
652,5
653,5
654,9
655,9
656,9
657,9
658,9
659,9
660,8
661,8
662,8
663,2
664,2
665,2
666,1
667,1
668,1
669,0
670,0
671,0
672,8
673,8
674,9
675,1
676,1
677,1
678,0
679,0
680,0
681,1
682,1
683,1
684,9
685,9
686,9
687,2
688,2
689,2
690,9
691,9
692,9
693,5
694,5
695,5
696,9
697,9
698,9
699,7
700,7
701,7
702,0
703,0
704,0
705,7
706,7
707,7
708,1
709,1
710,1
711,9
712,9
713,9
714,8
715,8
716,8
717,9
718,5
719,5
720,5
721,5
722,5
723,1
724,1
725,8
726,2
727,2
728,2
729,5
730,5
731,5
732,9
733,9
734,9
735,9
736,9
737,9
738,6
739,6
740,6
741,1
742,1
743,1
744,2
745,2
746,2
747,0
748,0
749,0
750,2
751,2
752,2
753,6
754,6
755,6
756,3
757,3
758,3
759,5
760,5
761,5
762,1
763,1
764,1
765,5
766,5
767,5
768,2
769,2
770,2
771,3
772,3
773,3
774,1
775,1
776,1
777,0
778,0
779,0
780,1
781,1
782,1
783,2
784,2
785,2
786,9
787,9
788,9
789,4
790,4
791,4
792,3
793,3
794,2
795,9
796,9
797,9
798,8
799,2
800,8
801,8
802,8
803,8
804,6
805,6
806,6
807,7
808,7
809,7
810,5
811,5
812,5
813,1
814,1
815,1
816,7
817,7
818,7
819,1
820,1
821,1
822,8
823,8
824,8
825,8
826,8
827,8
828,1
829,8
830,1
831,7
832,7
833,7
834,8
835,8
836,8
837,0
838,0
839,0
840,8
841,8
842,8
843,0
844,0
845,0
846,6
847,6
848,6
849,1
850,1
851,1
852,1
853,1
854,1
855,3
856,7
857,7
858,2
859,2
860,2
861,5
862,5
863,5
864,0
865,0
866,0
867,3
868,3
869,3
870,3
871,3
872,3
873,3
874,3
875,3
876,2
877,2
878,2
879,3
880,3
881,3
882,6
883,6
884,6
885,1
886,1
887,1
888,1
889,1
890,1
891,9
892,9
893,9
894,8
895,8
896,8
897,9
898,9
899,9
900,1
901,1
902,1
903,5
904,5
905,5
906,0
907,0
908,0
909,2
910,2
911,2
912,9
913,9
914,9
915,6
916,6
917,4
918,2
919,2
920,2
921,1
922,1
923,1
924,7
925,7
926,7
927,6
928,6
929,6
930,5
931,5
932,5
933,7
934,7
935,7
936,1
937,8
938,8
939,4
940,4
941,4
942,0
943,0
944,0
945,6
946,6
947,6
948,9
949,9
950,9
951,1
952,1
953,1
954,1
955,1
956,1
957,9
958,9
959,9
960,0
961,0
962,0
963,9
964,9
965,9
966,1
967,1
968,1
969,7
970,7
971,7
972,2
973,2
974,2
975,1
976,1
977,1
978,0
979,0
980,0
981,8
982,8
983,8
984,1
985,1
986,1
987,8
988,8
989,8
990,7
991,7
992,7
993,7
994,7
995,7
996,1
997,1
998,1
999,0
1000,0
1001,0
1002,2
1003,2
1004,2
1005,5
1006,5
1007,5
1008,2
1009,8
1010,8
1011,6
1012,6
1013,6
1014,1
1015,1
1016,1
1017,3
1018,3
1019,3
1020,1
1021,8
1022,8
1023,1
1024,1
1025,1
1026,2
1027,2
1028,2
1029,3
1030,5
1031,5
1032,0
1033,0
1034,0
1035,7
1036,7
1037,7
1038,2
1039,2
1040,2
1041,3
1042,3
1043,3
1044,7
1045,7
1046,7
1047,2
1048,2
1049,2
1050,2
1051,2
1052,2
1053,3
1054,3
1055,3
1056,1
1057,1
1058,1
1059,8
1060,8
1061,8
1062,2
1063,2
1064,2
1065,2
1066,2
1067,2
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,8
1075,8
1076,8
1077,2
1078,1
1079,3
1080,0
1081,0
1082,0
1083,7
1084,7
1085,7
1086,9
1087,9
1088,9
1089,9
1090,9
1091,9
1092,2
1093,2
1094,2
1095,3
1096,3
1097,3
1098,9
1099,9
1100,9
1101,9
1102,9
1103,9
1104,9
1105,9
1106,9
1107,8
1108,2
1109,8
1110,2
1111,2
1112,2
1113,7
1114,2
1115,2
1116,1
1117,1
1118,1
1119,2
1120,2
1121,2
1122,2
1123,2
1124,2
1125,7
1126,7
1127,7
1128,7
1129,7
1130,7
1131,7
1132,7
1133,7
1134,0
1135,0
1136,0
1137,2
1138,2
1139,2
1140,8
1141,8
1142,8
1143,7
1144,7
1145,3
1146,1
1147,1
1148,1
1149,6
1150,6
1151,6
1152,1
1153,1
1154,1
1155,0
1156,0
1157,0
1158,2
1159,2
1160,2
1161,6
1162,6
1163,6
1164,1
1165,1
1166,1
1167,3
1168,3
1169,7
1170,6
1171,6
1172,6
1173,8
1174,8
1175,9
1176,8
1177,8
1178,8
1179,1
1180,1
1181,1
1182,0
1183,0
1184,0
1185,8
1186,8
1187,8
1188,3
1189,3
1190,3
1191,2
1192,8
1193,8
1194,5
1195,4
1196,5
1197,5
1198,5
1199,5
1200,2
1201,2
1202,2
1203,2
1204,2
1205,2
1206,2
1207,2
1208,2
1209,2
1210,2
1211,2
1212,0
1213,0
1214,0
1215,4
1216,5
1217,5
1218,8
1219,8
1220,8
1221,9
1222,9
1223,9
1224,8
1225,8
1226,8
1227,0
1228,0
1229,0
1230,7
1231,7
1232,7
1233,3
1234,3
1235,3
1236,8
1237,8
1238,8
1239,5
1240,5
1241,4
1242,0
1243,0
1244,0
1245,4
1246,5
1247,5
1248,8
1249,8
1250,8
1251,5
1252,5
1253,5
1254,6
1255,6
1256,6
1257,5
1258,4
1259,5
1260,8
1261,8
1262,8
1263,6
1264,6
1265,6
1266,2
1267,2
1268,2
1269,2
1270,2
1271,2
1272,0
1273,0
1274,0
1275,9
1276,8
1277,9
1278,2
1279,2
1280,2
1281,3
1282,3
1283,3
1284,7
1285,7
1286,7
1287,5
1288,5
1289,5
1290,6
1291,6
1292,6
1293,2
1294,2
1295,2
1296,0
1297,0
1298,6
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,0
1306,0
1307,0
1308,2
1309,2
1310,2
1311,6
1312,6
1313,6
1314,5
1315,5
1316,5
1317,6
1318,6
1319,6
1320,5
1321,5
1322,5
1323,1
1324,1
1325,1
1326,6
1327,6
1328,6
1329,1
1330,8
1331,8
1332,8
1333,2
1334,8
1335,5
1336,5
1337,5
1338,1
1339,1
1340,1
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,0
1348,0
1349,0
1350,2
1351,7
1352,2
1353,9
1354,9
1355,9
1356,0
1357,0
1358,0
1359,3
1360,3
1361,3
1362,2
1363,2
1364,2
1365,5
1366,4
1367,5
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,7
1378,7
1379,7
1380,8
1381,8
1382,8
1383,8
1384,2
1385,8
1386,7
1387,7
1388,7
1389,0
1390,0
1391,0
1392,1
1393,1
1394,1
1395,6
1396,6
1397,6
1398,2
1399,2
1400,2
1401,8
1402,8
1403,8
1404,4
1405,4
1406,4
1407,7
1408,7
1409,7
1410,3
1411,3
1412,3
1413,9
1414,9
1415,9
1416,2
1417,2
1418,2
1419,5
1420,5
1421,5
1422,7
1423,7
1424,7
1425,9
1426,9
1427,9
1428,2
1429,2
1430,2
1431,6
1432,6
1433,6
1434,7
1435,7
1436,7
1437,2
1438,2
1439,2
1440,9
1441,9
1442,9
1443,2
1444,2
1445,2
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,2
1453,2
1454,2
1455,0
1456,0
1457,0
1458,9
1459,9
1460,8
1461,2
1462,2
1463,8
1464,7
1465,7
1466,7
1467,7
1468,7
1469,7
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,6
1477,6
1478,0
1479,7
1480,7
1481,7
1482,9
1483,9
1484,9
1485,1
1486,1
1487,1
1488,5
1489,5
1490,5
1491,2
1492,2
1493,2
1494,9
1495,9
1496,9
1497,8
1498,8
1499,8
1500,7
1501,7
1502,7
1503,0
1504,0
1505,0
1506,5
1507,5
1508,5
1509,0
1510,0
1511,0
1512,3
1513,3
1514,3
1515,2
1516,2
1517,2
1518,0
1519,0
1520,0
1521,1
1522,1
1523,1
1524,2
1525,2
1526,2
1527,3
1528,3
1529,3
1530,8
1531,8
1532,8
1533,2
1534,2
1535,2
1536,6
1537,6
1538,6
1539,0
1540,0
1541,0
1542,5
1543,0
1544,5
1545,5
1546,5
1547,5
1548,1
1549,1
1550,1
1551,8
1552,8
1553,8
1554,3
1555,3
1556,3
1557,7
1558,7
1559,7
1560,7
1561,7
1562,9
1563,1
1564,1
1565,1
1566,9
1567,9
1568,9
1569,3
1570,3
1571,3
1572,7
1573,7
1574,7
1575,1
1576,1
1577,1
1578,9
1579,9
1580,9
1581,1
1582,1
1583,1
1584,5
1585,5
1586,5
1587,3
1588,2
1589,2
1590,5
1591,6
1592,5
1593,1
1594,1
1595,1
1596,8
1597,8
1598,8
1599,1
1600,1
1601,1
1602,7
1603,7
1604,7
1605,4
1606,4
1607,4
1608,0
1609,0
1610,0
1611,8
1612,8
1613,8
1614,9
1615,9
1616,9
1617,8
1618,8
1619,5
1620,1
1621,1
1622,1
1623,6
1624,6
1625,6
1626,8
1627,8
1628,8
1629,5
1630,5
1631,5
1632,8
1633,8
1634,8
1635,3
1636,3
1637,3
1638,2
1639,2
1640,2
1641,5
1642,5
1643,5
1644,1
1645,1
1646,1
1647,5
1648,4
1649,4
1650,0
1651,8
1652,8
1653,5
1654,5
1655,5
1656,1
1657,1
1658,1
1659,5
1660,5
1661,5
1662,3
1663,3
1664,3
1665,8
1666,8
1667,8
1668,3
1669,3
1670,3
1671,3
1672,3
1673,3
1674,1
1675,1
1676,1
1677,0
1678,8
1679,0
1680,7
1681,7
1682,7
1683,2
1684,2
1685,2
1686,2
1687,8
1688,8
1689,1
1690,1
1691,1
1692,8
1693,8
1694,8
1695,4
1696,8
1697,8
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,9
1705,9
1706,9
1707,0
1708,0
1709,0
1710,9
1711,0
1712,6
1713,3
1714,3
1715,3
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,2
1723,2
1724,2
1725,2
1726,3
1727,2
1728,4
1729,4
1730,4
1731,1
1732,1
1733,1
1734,3
1735,3
1736,3
1737,1
1738,1
1739,1
1740,8
1741,2
1742,2
1743,3
1744,3
1745,3
1746,2
1747,2
1748,2
1749,0
1750,0
1751,0
1752,2
1753,2
1754,2
1755,0
1756,0
1757,0
1758,7
1759,7
1760,7
1761,2
1762,2
1763,2
1764,0
1765,0
1766,0
1767,3
1768,3
1769,3
1770,2
1771,2
1772,2
1773,7
1774,7
1775,7
1776,2
1777,2
1778,2
1779,4
1780,5
1781,5
1782,3
1783,3
1784,5
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,1
1793,1
1794,4
1795,4
1796,4
1797,2
1798,2
1799,2
1800,2
1801,2
1802,2
1803,9
1804,0
1805,0
1806,5
1807,5
1808,5
1809,2
1810,2
1811,2
1812,6
1813,6
1814,6
1815,1
1816,1
1817,1
1818,2
1819,2
1820,2
1821,3
1822,9
1823,9
1824,0
1825,0
1826,0
1827,6
1828,0
1829,6
1830,6
1831,6
1832,6
1833,7
1834,7
1835,7
1836,0
1837,0
1838,0
1839,2
1840,2
1841,2
1842,1
1843,2
1844,1
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,3
1852,3
1853,3
1854,9
1855,9
1856,9
1857,8
1858,8
1859,8
1860,3
1861,3
1862,3
1863,6
1864,6
1865,6
1866,7
1867,3
1868,3
1869,8
1870,8
1871,8
1872,4
1873,4
1874,4
1875,7
1876,7
1877,7
1878,2
1879,2
1880,2
1881,2
1882,2
1883,2
1884,1
1885,1
1886,1
1887,0
1888,0
1889,0
1890,3
1891,3
1892,3
1893,2
1894,2
1895,2
1896,6
1897,6
1898,6
1899,2
1900,2
1901,2
1902,7
1903,7
1904,7
1905,6
1906,6
1907,6
1908,8
1909,8
1910,8
1911,7
1912,7
1913,7
1914,2
1915,2
1916,2
1917,5
1918,4
1919,5
1920,3
1921,3
1922,3
1923,9
1924,9
1925,9
1926,3
1927,3
1928,3
1929,9
1930,8
1931,9
1932,6
1933,6
1934,6
1935,1
1936,1
1937,1
1938,9
1939,9
1940,9
1941,1
1942,1
1943,1
1944,9
1945,9
1946,9
1947,6
1948,6
1949,6
1950,9
1951,9
1952,9
1953,9
1954,9
1955,9
1956,3
1957,3
1958,3
1959,4
1960,4
1961,4
1962,9
1963,9
1964,9
1965,7
1966,7
1967,7
1968,2
1969,2
1970,2
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,6
1978,6
1979,6
1980,6
1981,6
1982,6
1983,8
1984,8
1985,8
1986,3
1987,3
1988,3
1989,7
1990,7
1991,7
1992,5
1993,4
1994,5
1995,0
1996,0
1997,0
1998,3
1999,3
2000,3
2001,3
2002,3
2003,3
2004,3
2005,0
2006,0
2007,2
2008,2
2009,2
2010,3
2011,3
2012,3
2013,0
2014,0
2015,0
2016,3
2017,3
2018,3
2019,7
2020,7
2021,7
2022,7
2023,7
2024,7
2025,2
2026,2
2027,2
2028,9
2029,9
2030,9
2031,0
2032,0
2033,0
2034,3
2035,3
2036,3
2037,1
2038,1
2039,1
2040,8
2041,8
2042,8
2043,9
2044,9
2045,9
2046,1
2047,1
2048,1
2049,1
2050,1
2051,2
2052,3
2053,3
2054,3
2055,3
2056,3
2057,3
2058,6
2059,6
2060,6
2061,2
2062,2
2063,2
2064,6
2065,6
2066,6
2067,2
2068,2
2069,2
2070,1
2071,1
2072,1
2073,8
2074,8
2075,8
2076,9
2077,9
2078,9
2079,0
2080,0
2081,0
2082,3
2083,3
2084,3
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,7
2092,7
2093,7
2094,7
2095,7
2096,7
2097,0
2098,0
2099,0
2100,9
2101,9
2102,9
2103,1
2104,1
2105,1
2106,3
2107,3
2108,3
2109,1
2110,1
2111,1
2112,2
2113,2
2114,2
2115,3
2116,3
2117,3
2118,8
2119,8
2120,2
2121,8
2122,8
2123,8
2124,1
2125,1
2126,1
2127,3
2128,2
2129,8
2130,5
2131,5
2132,5
2133,1
2134,1
2135,1
2136,6
2137,6
2138,6
2139,3
2140,3
2141,3
2142,1
2143,1
2144,8
2145,2
2146,2
2147,2
2148,8
2149,9
2150,9
2151,0
2152,0
2153,0
2154,3
2155,3
2156,3
2157,1
2158,1
2159,1
2160,9
2161,9
2162,9
2163,1
2164,1
2165,1
2166,6
2167,6
2168,6
2169,4
2170,4
2171,4
2172,2
2173,2
2174,2
2175,4
2176,4
2177,4
2178,9
2179,9
2180,9
2181,9
2182,9
2183,9
2184,1
2185,1
2186,1
2187,0
2188,0
2189,9
2190,9
2191,9
2192,9
2193,8
2194,8
2195,8
2196,9
2197,9
2198,9
2199,0
2200,8
2201,8
2202,3
2203,3
2204,3
2205,8
2206,8
2207,8
2208,8
2209,8
2210,8
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,3
2218,3
2219,3
2220,3
2221,3
2222,3
2223,3
2224,3
2225,3
2226,7
2227,7
2228,7
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,9
2236,9
2237,9
2238,6
2239,0
2240,6
2241,1
2242,1
2243,1
2244,2
2245,2
2246,2
2247,1
2248,1
2249,1
2250,3
2251,3
2252,6
2253,1
2254,1
2255,1
2256,8
2257,8
2258,8
2259,1
2260,1
2261,1
2262,3
2263,3
2264,3
2265,2
2266,2
2267,2
2268,1
2269,7
2270,7
2271,2
2272,2
2273,2
2274,7
2275,7
2276,7
2277,1
2278,1
2279,1
2280,6
2281,6
2282,6
2283,2
2284,2
2285,2
2286,1
2287,1
2288,1
2289,3
2290,3
2291,3
2292,2
2293,2
2294,2
2295,1
2296,1
2297,1
2298,3
2299,3
2300,3
2301,1
2302,1
2303,1
2304,0
2305,0
2306,0
2307,9
2308,6
2309,6
2310,0
2311,0
2312,0
2313,9
2314,9
2315,9
2316,4
2317,4
2318,4
2319,0
2320,0
2321,0
2322,9
2323,9
2324,8
2325,8
2326,8
2327,8
2328,5
2329,5
2330,5
2331,1
2332,1
2333,1
2334,8
2335,8
2336,8
2337,8
2338,1
2339,8
2340,2
2341,2
2342,2
2343,8
2344,8
2345,8
2346,1
2347,1
2348,1
2349,3
2350,3
2351,3
2352,0
2353,0
2354,0
2355,8
2356,8
2357,8
2358,2
2359,2
2360,2
2361,0
2362,0
2363,0
2364,7
2365,7
2366,7
2367,3
2368,2
2369,2
2370,7
2371,7
2372,7
2373,9
2374,9
2375,9
2376,7
2377,7
2378,7
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,9
2386,9
2387,9
2388,8
2389,8
2390,8
2391,3
2392,3
2393,3
2394,0
2395,0
2396,0
2397,2
2398,2
2399,2
2400,0
2401,0
2402,0
2403,9
2404,9
2405,9
2406,6
2407,6
2408,6
2409,6
2410,6
2411,8
2412,3
2413,3
2414,3
2415,1
2416,1
2417,1
2418,2
2419,1
2420,1
2421,5
2422,4
2423,4
2424,5
2425,5
2426,5
2427,6
2428,6
2429,6
2430,7
2431,7
2432,7
2433,0
2434,0
2435,0
2436,0
2437,8
2438,9
2439,6
2440,6
2441,6
2442,8
2443,8
2444,8
2445,8
2446,8
2447,8
2448,0
2449,0
2450,0
2451,8
2452,8
2453,8
2454,8
2455,8
2456,8
2457,3
2458,3
2459,3
2460,2
2461,2
2462,2
2463,9
2464,9
2465,9
2466,6
2467,6
2468,6
2469,2
2470,2
2471,2
2472,1
2473,1
2474,1
2475,7
2476,7
2477,7
2478,3
2479,3
2480,3
2481,3
2482,3
2483,3
2484,2
2485,2
2486,2
2487,1
2488,1
2489,1
2490,9
2491,9
2492,9
2493,9
2494,9
2495,9
2496,2
2497,2
2498,2
2499,8
2500,8
2501,8
2502,1
2503,1
2504,1
2505,5
2506,5
2507,5
2508,3
2509,3
2510,3
2511,2
2512,2
2513,2
2514,4
2515,4
2516,4
2517,4
2518,4
2519,4
2520,4
2521,4
2522,4
2523,1
2524,1
2525,1
2526,8
2527,8
2528,8
2529,8
2530,8
2531,8
2532,6
2533,6
2534,6
2535,8
2536,1
2537,8
2538,3
2539,3
2540,3
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,7
2548,7
2549,7
2550,8
2551,8
2552,8
2553,1
2554,1
2555,1
2556,0
2557,0
2558,0
2559,2
2560,2
2561,2
2562,2
2563,2
2564,2
2565,9
2566,9
2567,9
2568,2
2569,2
2570,2
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,6
2578,6
2579,6
2580,1
2581,1
2582,1
2583,9
2584,9
2585,9
2586,6
2587,6
2588,6
2589,2
2590,2
2591,2
2592,7
2593,7
2594,7
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,0
2602,0
2603,0
2604,2
2605,2
2606,2
2607,0
2608,0
2609,0
2610,3
2611,8
2612,3
2613,3
2614,3
2615,3
2616,8
2617,8
2618,8
2619,5
2620,5
2621,5
2622,3
2623,3
2624,3
2625,1
2626,1
2627,1
2628,6
2629,6
2630,6
2631,0
2632,0
2633,0
2634,8
2635,8
2636,8
2637,2
2638,2
2639,2
2640,5
2641,5
2642,5
2643,8
2644,8
2645,8
2646,8
2647,8
2648,8
2649,1
2650,1
2651,1
2652,9
2653,9
2654,9
2655,6
2656,6
2657,6
2658,2
2659,2
2660,2
2661,3
2662,5
2663,5
2664,2
2665,2
2666,2
2667,3
2668,3
2669,3
2670,8
2671,8
2672,8
2673,9
2674,8
2675,9
2676,1
2677,1
2678,1
2679,2
2680,2
2681,2
2682,0
2683,7
2684,7
2685,6
2686,6
2687,6
2688,0
2689,0
2690,0
2691,0
2692,3
2693,0
2694,9
2695,9
2696,9
2697,8
2698,8
2699,8
2700,6
2701,6
2702,6
2703,9
2704,8
2705,8
2706,6
2707,6
2708,6
2709,6
2710,6
2711,6
2712,3
2713,3
2714,3
2715,9
2716,9
2717,9
2718,3
2719,3
2720,3
2721,1
2722,1
2723,1
2724,2
2725,2
2726,1
2727,9
2728,9
2729,9
2730,9
2731,9
2732,9
2733,8
2734,8
2735,8
2736,3
2737,3
2738,3
2739,8
2740,8
2741,8
2742,2
2743,2
2744,2
2745,0
2746,0
2747,0
2748,7
2749,8
2750,8
2751,9
2752,9
2753,9
2754,0
2755,0
2756,0
2757,0
2758,6
2759,6
2760,2
2761,2
2762,2
2763,0
2764,0
2765,0
2766,5
2767,5
2768,5
2769,1
2770,1
2771,1
2772,0
2773,0
2774,0
2775,9
2776,9
2777,0
2778,6
2779,6
2780,6
2781,8
2782,8
2783,8
2784,3
2785,3
2786,3
2787,2
2788,2
2789,2
2790,7
2791,7
2792,7
2793,1
2794,1
2795,1
2796,7
2797,7
2798,7
2799,8
2800,8
2801,8
2802,1
2803,1
2804,8
2805,1
2806,1
2807,1
2808,3
2809,3
2810,3
2811,1
2812,1
2813,1
2814,3
2815,3
2816,3
2817,2
2818,2
2819,2
2820,9
2821,9
2822,9
2823,3
2824,3
2825,3
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,9
2833,9
2834,9
2835,9
2836,8
2837,8
2838,2
2839,2
2840,2
2841,5
2842,5
2843,5
2844,1
2845,1
2846,1
2847,0
2848,0
2849,0
2850,2
2851,2
2852,2
2853,2
2854,2
2855,2
2856,1
2857,1
2858,1
2859,0
2860,0
2861,0
2862,9
2863,8
2864,8
2865,9
2866,9
2867,9
2868,8
2869,8
2870,8
2871,8
2872,8
2873,9
2874,5
2875,5
2876,5
2877,6
2878,6
2879,6
2880,3
2881,3
2882,3
2883,2
2884,2
2885,2
2886,0
2887,0
2888,0
2889,6
2890,6
2891,6
2892,4
2893,4
2894,4
2895,9
2896,9
2897,9
2898,1
2899,1
2900,1
2901,4
2902,4
2903,4
2904,2
2905,2
2906,2
2907,1
2908,1
2909,1
2910,9
2911,9
2912,9
2913,0
2914,0
2915,0
2916,5
2917,5
2918,5
2919,3
2920,3
2921,7
2922,3
2923,3
2924,3
2925,1
2926,1
2927,1
2928,0
2929,3
2930,3
2931,8
2932,8
2933,8
2934,8
2935,8
2936,8
2937,0
2938,0
2939,0
2940,3
2941,3
2942,3
2943,0
2944,0
2945,0
2946,8
2947,8
2948,8
2949,2
2950,2
2951,2
2952,0
2953,0
2954,0
2955,2
2956,2
2957,2
2958,8
2959,8
2960,8
2961,1
2962,1
2963,1
2964,9
2965,9
2966,9
2967,1
2968,1
2969,1
2970,9
2971,9
2972,9
2973,9
2974,9
2975,9
2976,9
2977,9
2978,9
2979,2
2980,8
2981,2
2982,3
2983,3
2984,3
2985,0
2986,0
2987,0
2988,9
2989,9
2990,9
2991,4
2992,4
2993,5
2994,3
2995,3
2996,3
